------------------------
------------------------
------------------------
------------------------
------------------------
27/7/2020 9:33:7 msg Hay buena cobertura con la residencia 0 stats (rx_timestamp=0, rssi=0, snr=0.0, sfrx=0, sftx=0, tx_trials=0, tx_power=14, tx_time_on_air=0, tx_counter=0, tx_frequency=0)
27/7/2020 9:34:15 msg Hay buena cobertura con la residencia 27 stats (rx_timestamp=74746316, rssi=-114, snr=0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=27, tx_frequency=868000000)
27/7/2020 9:34:17 msg Hay buena cobertura con la residencia 28 stats (rx_timestamp=80077324, rssi=-115, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=28, tx_frequency=868000000)
27/7/2020 9:34:20 msg Hay buena cobertura con la residencia 29 stats (rx_timestamp=82485372, rssi=-113, snr=0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=29, tx_frequency=868000000)
27/7/2020 9:34:22 msg Hay buena cobertura con la residencia 30 stats (rx_timestamp=86415370, rssi=-113, snr=0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=30, tx_frequency=868000000)
27/7/2020 9:34:25 msg Hay buena cobertura con la residencia 31 stats (rx_timestamp=86415370, rssi=-113, snr=0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=31, tx_frequency=868000000)
27/7/2020 9:34:27 msg Hay buena cobertura con la residencia 32 stats (rx_timestamp=90032382, rssi=-112, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=32, tx_frequency=868000000)
27/7/2020 9:34:30 msg Hay buena cobertura con la residencia 33 stats (rx_timestamp=90032382, rssi=-112, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=33, tx_frequency=868000000)
27/7/2020 9:34:32 msg Hay buena cobertura con la residencia 34 stats (rx_timestamp=90032382, rssi=-112, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=34, tx_frequency=868000000)
27/7/2020 9:34:35 msg Hay buena cobertura con la residencia 35 stats (rx_timestamp=96867393, rssi=-113, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=35, tx_frequency=868000000)
27/7/2020 9:34:37 msg Hay buena cobertura con la residencia 36 stats (rx_timestamp=100507391, rssi=-112, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=36, tx_frequency=868000000)
27/7/2020 9:34:40 msg Hay buena cobertura con la residencia 37 stats (rx_timestamp=100507391, rssi=-112, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=37, tx_frequency=868000000)
27/7/2020 9:34:42 msg Hay buena cobertura con la residencia 38 stats (rx_timestamp=105541396, rssi=-101, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=38, tx_frequency=868000000)
------------------------
27/7/2020 9:33:7 msg Hay buena cobertura con la residencia 0 stats (rx_timestamp=10043142, rssi=-108, snr=4.0, sfrx=7, sftx=0, tx_trials=0, tx_power=14, tx_time_on_air=0, tx_counter=0, tx_frequency=0)
27/7/2020 9:33:9 msg Hay buena cobertura con la residencia 1 stats (rx_timestamp=11800146, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=1, tx_frequency=868000000)
27/7/2020 9:33:12 msg Hay buena cobertura con la residencia 2 stats (rx_timestamp=14491147, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=2, tx_frequency=868000000)
27/7/2020 9:33:14 msg Hay buena cobertura con la residencia 3 stats (rx_timestamp=14491147, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=3, tx_frequency=868000000)
------------------------
27/7/2020 9:33:7 msg Hay buena cobertura con la residencia 0 stats (rx_timestamp=0, rssi=0, snr=0.0, sfrx=0, sftx=0, tx_trials=0, tx_power=14, tx_time_on_air=0, tx_counter=0, tx_frequency=0)
27/7/2020 9:33:9 msg Hay buena cobertura con la residencia 1 stats (rx_timestamp=0, rssi=0, snr=0.0, sfrx=0, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=1, tx_frequency=868000000)
27/7/2020 9:33:12 msg Hay buena cobertura con la residencia 2 stats (rx_timestamp=14232533, rssi=-106, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=2, tx_frequency=868000000)
27/7/2020 9:33:14 msg Hay buena cobertura con la residencia 3 stats (rx_timestamp=14232533, rssi=-106, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=3, tx_frequency=868000000)
27/7/2020 9:33:17 msg Hay buena cobertura con la residencia 4 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=4, tx_frequency=868000000)
27/7/2020 9:33:19 msg Hay buena cobertura con la residencia 5 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=5, tx_frequency=868000000)
27/7/2020 9:33:21 msg Hay buena cobertura con la residencia 6 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=6, tx_frequency=868000000)
27/7/2020 9:33:24 msg Hay buena cobertura con la residencia 7 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=7, tx_frequency=868000000)
27/7/2020 9:33:26 msg Hay buena cobertura con la residencia 8 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=108, tx_counter=8, tx_frequency=868000000)
27/7/2020 9:33:29 msg Hay buena cobertura con la residencia 9 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=9, tx_frequency=868000000)
27/7/2020 9:33:31 msg Hay buena cobertura con la residencia 10 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=10, tx_frequency=868000000)
27/7/2020 9:33:34 msg Hay buena cobertura con la residencia 11 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=11, tx_frequency=868000000)
27/7/2020 9:33:36 msg Hay buena cobertura con la residencia 12 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=12, tx_frequency=868000000)
27/7/2020 9:33:38 msg Hay buena cobertura con la residencia 13 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=13, tx_frequency=868000000)
27/7/2020 9:33:41 msg Hay buena cobertura con la residencia 14 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=14, tx_frequency=868000000)
27/7/2020 9:33:43 msg Hay buena cobertura con la residencia 15 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=15, tx_frequency=868000000)
27/7/2020 9:33:46 msg Hay buena cobertura con la residencia 16 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=16, tx_frequency=868000000)
27/7/2020 9:33:48 msg Hay buena cobertura con la residencia 17 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=17, tx_frequency=868000000)
27/7/2020 9:33:50 msg Hay buena cobertura con la residencia 18 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=18, tx_frequency=868000000)
27/7/2020 9:33:53 msg Hay buena cobertura con la residencia 19 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=19, tx_frequency=868000000)
27/7/2020 9:33:55 msg Hay buena cobertura con la residencia 20 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=20, tx_frequency=868000000)
27/7/2020 9:33:58 msg Hay buena cobertura con la residencia 21 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=21, tx_frequency=868000000)
27/7/2020 9:34:0 msg Hay buena cobertura con la residencia 22 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=22, tx_frequency=868000000)
27/7/2020 9:34:2 msg Hay buena cobertura con la residencia 23 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=23, tx_frequency=868000000)
27/7/2020 9:34:5 msg Hay buena cobertura con la residencia 24 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=24, tx_frequency=868000000)
27/7/2020 9:34:7 msg Hay buena cobertura con la residencia 25 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=25, tx_frequency=868000000)
27/7/2020 9:34:10 msg Hay buena cobertura con la residencia 26 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=26, tx_frequency=868000000)
27/7/2020 9:34:12 msg Hay buena cobertura con la residencia 27 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=27, tx_frequency=868000000)
27/7/2020 9:34:15 msg Hay buena cobertura con la residencia 28 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=28, tx_frequency=868000000)
27/7/2020 9:34:17 msg Hay buena cobertura con la residencia 29 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=29, tx_frequency=868000000)
27/7/2020 9:34:19 msg Hay buena cobertura con la residencia 30 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=30, tx_frequency=868000000)
27/7/2020 9:34:22 msg Hay buena cobertura con la residencia 31 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=31, tx_frequency=868000000)
27/7/2020 9:34:24 msg Hay buena cobertura con la residencia 32 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=32, tx_frequency=868000000)
27/7/2020 9:34:26 msg Hay buena cobertura con la residencia 33 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=33, tx_frequency=868000000)
27/7/2020 9:34:29 msg Hay buena cobertura con la residencia 34 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=34, tx_frequency=868000000)
27/7/2020 9:34:31 msg Hay buena cobertura con la residencia 35 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=35, tx_frequency=868000000)
27/7/2020 9:34:34 msg Hay buena cobertura con la residencia 36 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=36, tx_frequency=868000000)
27/7/2020 9:34:36 msg Hay buena cobertura con la residencia 37 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=37, tx_frequency=868000000)
27/7/2020 9:34:39 msg Hay buena cobertura con la residencia 38 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=38, tx_frequency=868000000)
27/7/2020 9:34:41 msg Hay buena cobertura con la residencia 39 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=39, tx_frequency=868000000)
27/7/2020 9:34:43 msg Hay buena cobertura con la residencia 40 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=40, tx_frequency=868000000)
27/7/2020 9:34:46 msg Hay buena cobertura con la residencia 41 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=41, tx_frequency=868000000)
27/7/2020 9:34:48 msg Hay buena cobertura con la residencia 42 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=42, tx_frequency=868000000)
27/7/2020 9:34:51 msg Hay buena cobertura con la residencia 43 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=43, tx_frequency=868000000)
27/7/2020 9:34:53 msg Hay buena cobertura con la residencia 44 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=44, tx_frequency=868000000)
27/7/2020 9:34:55 msg Hay buena cobertura con la residencia 45 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=45, tx_frequency=868000000)
27/7/2020 9:34:58 msg Hay buena cobertura con la residencia 46 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=46, tx_frequency=868000000)
27/7/2020 9:35:0 msg Hay buena cobertura con la residencia 47 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=47, tx_frequency=868000000)
27/7/2020 9:35:3 msg Hay buena cobertura con la residencia 48 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=48, tx_frequency=868000000)
27/7/2020 9:35:5 msg Hay buena cobertura con la residencia 49 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=49, tx_frequency=868000000)
27/7/2020 9:35:7 msg Hay buena cobertura con la residencia 50 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=50, tx_frequency=868000000)
27/7/2020 9:35:10 msg Hay buena cobertura con la residencia 51 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=51, tx_frequency=868000000)
27/7/2020 9:35:12 msg Hay buena cobertura con la residencia 52 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=52, tx_frequency=868000000)
27/7/2020 9:35:15 msg Hay buena cobertura con la residencia 53 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=53, tx_frequency=868000000)
27/7/2020 9:35:17 msg Hay buena cobertura con la residencia 54 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=54, tx_frequency=868000000)
27/7/2020 9:35:19 msg Hay buena cobertura con la residencia 55 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=55, tx_frequency=868000000)
27/7/2020 9:35:22 msg Hay buena cobertura con la residencia 56 stats (rx_timestamp=19207543, rssi=-115, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=56, tx_frequency=868000000)
